X,Y,osm_id,osm_type,completeness,amenity,healthcare,name,operator,source,speciality,operator_type,operational_status,opening_hours,beds,staff_doctors,staff_nurses,health_amenity_type,dispensing,wheelchair,emergency,insurance,water_source,electricity,is_in_health_area,is_in_health_zone,url,addr_housenumber,addr_street,addr_postcode,addr_city,changeset_id,changeset_version,changeset_timestamp,uuid
121.038445258665,14.5024408299561,"9794624205",node,18.75,dentist,,Lachica Dental Clinic,,,,,,Mo-Sa 09:30-16:30,,,,,,,,,,,,,,,Narra Street,,Parañaque,151794626,3,2024/05/25 05:14:47+00,d8c263b610c047e0b088cc7097ecdff4
121.00195883415,14.7485366922537,"11932418693",node,12.5,dentist,dentist,Corazon Amparo Dental Clinic,,,,,,,,,,,,,,,,,,,,,,,,151796247,1,2024/05/25 06:29:11+00,1e0be962913e4cec85fa22fb80483d8d
121.482202155772,14.3637765750047,"1588281949",node,12.5,doctors,doctor,Garcia Clinic,,,,,,,,,,,,,,,,,,,,,,,,71595894,3,2019/06/25 11:20:43+00,7803d151b19c4615bcab3c5fff189321
125.61376058247,7.08622133110913,"2530725925",node,25,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,yes,,,,,,,,,,A. Lacson,"8000",davao city,151822353,5,2024/05/25 17:52:25+00,2af78d10e2e141f1b2349b5cb06460ee
,,"400096439",way,15.625,pharmacy,,Mercury Drugstore,,,,,,,,,,,,,,,,,,,,,"National Highway, Bag-ong Lungsod",,Tandag City,158147763,4,2024/10/20 22:27:02+00,155b713014494cc0bbfb7581ae58562f
120.985340370004,14.5825515400892,"11934140069",node,9.375,hospital,,ManilaMed,,,,,,,,,,,,,,,,,,,,,,,,151833763,1,2024/05/26 02:50:52+00,60736676c3a2422ba200e869ed70dfce
120.985385380824,14.5826760951704,"11934134271",node,12.5,hospital,,ManilaMed,,,,,,,,,,,,,,,,,,,,,United Nations Avenue,,,151833763,1,2024/05/26 02:50:53+00,52143da49c7d40adab6bcbfc7914dafd
121.04523418114,14.5645120918982,"11934794176",node,25,pharmacy,pharmacy,Generika,,,,,,,,,,,yes,,,,,,,,,"2195",EDSA,,Makati,151846990,1,2024/05/26 11:30:27+00,e11be11caad344448edbeb7fdba0f8fd
121.045372985457,14.5642238382481,"11051028661",node,12.5,doctors,,Saint Michael's Medical Center,,,,,,,,,,,,,,,,,,,,,Ramon Magsaysay Street,,,151846990,2,2024/05/26 11:30:27+00,bb5a7f2ade784ba59dfe2231b311707a
125.497102427567,7.01629605825536,"11934848230",node,12.5,hospital,hospital,TJ Maternity Clinic (and Philhealth),,,,,,,,,,,,,,,,,,,,,,,,151850023,1,2024/05/26 12:51:00+00,908c9f5108e54a72ae6ab9c60e7c009a
121.093344126061,14.5670558318733,"11936581867",node,18.75,pharmacy,pharmacy,TGP,,,,,,,,,,,yes,,,,,,,,,,Mercedes Avenue,,,151885345,1,2024/05/27 08:13:34+00,5b2f182d62544c468ce28be16a27aab1
121.067455779919,14.6296000846115,"11936826873",node,12.5,clinic,clinic,Molave Medical & Maternity Clinic,,,,,,,,,,,,,,,,,,,,,,,,151890595,1,2024/05/27 10:17:52+00,48ae366fa5284c3da4090b15dc3fcc60
125.301985468009,7.29589648301328,"1229328009",node,18.75,doctors,,Marilog Main Health Center,,,,government,,,,,,,,,,,,,,,,,,"8000",Davao City,151898122,4,2024/05/27 12:54:00+00,9261987620b44b1c98e65b4cf23eb9f3
120.990128196916,14.5743929308162,"1590273001",node,15.625,pharmacy,,Farmacia ni Dok,,,,,,,,,,,,,,,,,,,,,Leon Guinto Street,,Manila,89656548,3,2020/08/19 22:58:14+00,e108835b708e46cd9accafa94b1f47e1
120.991005195445,14.5733748648568,"1590273133",node,18.75,clinic,,RITM Satellite Clinic,,,,,,,,,,,,,,,,,,,,"1850",Leon Guinto,,Manila,18343271,2,2013/10/14 04:53:54+00,095d0018829842908df37f45fdcee720
120.989750759816,14.5766450643799,"1590273145",node,21.875,pharmacy,pharmacy,TGP,,,,,,,,,,,,,,,,,,,,934-936,Pedro Gil Street,,Manila,89656548,4,2020/08/19 22:58:14+00,b38b5a167d834ad3b53efa00834ab236
121.063693981775,14.4998869478781,"10019089598",node,9.375,pharmacy,,AC Care Medical Clinic and Diagnostic Center,,,,,,,,,,,,,,,,,,,,,,,,151909978,2,2024/05/27 17:01:47+00,4c6d39de3078499398cdb1dbb42f1e67
121.063699262374,14.4999045498748,"11937576039",node,9.375,pharmacy,,AC Care Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,151909978,1,2024/05/27 17:01:47+00,6ae6efaab87741e48cf65e02e101db07
125.648131163166,7.19313468538212,"747885843",node,12.5,pharmacy,pharmacy,Farmacia Eva,,,,,,,,,,,,,,,,,,,,,,,,151910660,3,2024/05/27 17:16:53+00,4264b30a27db449ca5de299550b0dd48
125.614931450524,7.09942676810189,"6033502098",node,15.625,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,yes,,,,,,,,,,,,,151910660,3,2024/05/27 17:16:53+00,1e54a7f3bad54535ad45b380b31bc681
121.112156972458,14.5421739846647,"11938643802",node,12.5,pharmacy,,St John Calabria Pharmacy,,,,,,,,,,,,,,,,,,,,,Ejercito Avenue,,,151923427,1,2024/05/28 03:02:32+00,1dab1b17af7d4f51acfba7469f9c98d8
121.112162336876,14.5423728872269,"7234724947",node,21.875,clinic,clinic,Brother Francisco Perez Clinic,,,,,,"Mo-Fr 08:00-17:00;Sa 07:00-13:00;PH off",,,,,,,,,,,,,,,Ejercito Avenue,,,151923427,2,2024/05/28 03:02:32+00,ba78bb26189940acb22d1d4567752543
121.106001470405,14.5438121438209,"7165352951",node,18.75,pharmacy,pharmacy,Generika,,,,,,,,,,,yes,,,,,,,,,,A. Sandoval Avenue,,,151924131,3,2024/05/28 03:53:30+00,06c01b0ee44d4b4a84afadcbd0faf93d
121.105940617788,14.5445347476935,"11938756727",node,12.5,doctors,,Dr Alvarez Clinic & Pharmacy,,,,,,,,,,,,,,,,,,,,,San Sebastian Ⅱ Street,,,151924131,1,2024/05/28 03:53:30+00,bdb1254fed094d15a9f48c8a1d726faa
121.106159217823,14.5436916958723,"7165352950",node,18.75,pharmacy,pharmacy,TGP,,,,,,,,,,,yes,,,,,,,,,,A. Sandoval Avenue,,,151924131,3,2024/05/28 03:53:30+00,1025f56d20104391953d5b4d0c84db82
121.101961560714,14.5451994326151,"11938983908",node,12.5,pharmacy,,Cabal Pharmacy,,,,,,,,,,,,,,,,,,,,,Centennial 2 Road,,,151929057,1,2024/05/28 07:11:41+00,7c586532f60947fa8bbb23a2bd2fdd45
121.069956353093,14.6282685354733,"11939222485",node,12.5,dentist,dentist,RG Dental Partners Clinic,,,,,,,,,,,,,,,,,,,,,,,,151934275,1,2024/05/28 09:18:26+00,d21225b13bf84ea98031957f16e4a63f
120.984480973472,14.6276199438058,"255066269",node,18.75,clinic,clinic,Mt. Carmel Maternity And Children's Clinic,,,paediatrics,,,,,,,,,,,,,,,,,,,,Manila,151935349,4,2024/05/28 09:42:45+00,fb1f4a0188ed4d8490cf01c5bfa85f16
120.983119836216,14.6264005445321,"3101506622",node,12.5,clinic,clinic,ABC Clinic,,,,,,,,,,,,,,,,,,,,,,,,151935349,2,2024/05/28 09:42:45+00,6fff9a2269a149409da45f7068e56df6
120.981363576044,14.5388307787649,"2654195049",node,21.875,pharmacy,pharmacy,Watsons,,,,,,Mo-Sa 08:00-21:00,,,,,,,,,,,,,,,Palm Coast Avenue,,Pasay,151943842,4,2024/05/28 13:05:16+00,20b2028e3e554ecfa17e88809b82d2a1
121.05801222489,14.4936827469681,"11940232705",node,9.375,pharmacy,,TGP,,,,,,,,,,,,,,,,,,,,,,,,151958156,1,2024/05/28 18:20:55+00,4888039e739b46d6ab6a3cf42edf2b2a
121.049740459924,14.6373424485729,"11940778870",node,12.5,dentist,dentist,Dr. Cheryl Gerial-Fenoy,,,,,,,,,,,,,,,,,,,,,,,,151966920,1,2024/05/29 00:02:48+00,c1d03ba7138c43c49179eb55fdb3ad24
121.046689782445,14.637770847644,"11942111855",node,12.5,dentist,dentist,CF Lee Dental Clinic,,,,,,,,,,,,,,,,,,,,,,,,151987893,1,2024/05/29 12:49:28+00,265f2847b6044470baaeceb9c8292ec8
121.047418672745,14.637572531815,"760167523",node,18.75,pharmacy,pharmacy,Mercury Drug,,,,,,,,,,,yes,,,,,,,,,,V. Luna Avenue,,,151988521,9,2024/05/29 13:02:04+00,81b2d4b656f34a8d9cedab08cbcec746
121.06019286082,14.6258894998956,"11942188000",node,12.5,clinic,laboratory,Arugain ANM,,,,,,,,,,,,,,,,,,,,,,,,151989416,1,2024/05/29 13:21:12+00,cc5ca3b0888a415e85049785d369bf4d
121.060779677861,14.6259617519009,"11942201645",node,12.5,clinic,laboratory,JD Jack Medical Clinic,,,,,,,,,,,,,,,,,,,,,,,,151989544,1,2024/05/29 13:23:19+00,a98f6058ddfc4af999298291393d43ea
121.060516653739,14.6261499256272,"11942240169",node,12.5,dentist,dentist,Atayan Dental Clinic,,,,,,,,,,,,,,,,,,,,,,,,151989957,1,2024/05/29 13:31:45+00,a789dd151aaf435289fb029ebf571df5
,,"400934446",way,6.25,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,37537723,1,2016/03/01 08:49:10+00,35a6c6a488a9474a805163ccfe57ef34
121.023612391352,14.621434769816,"11943434679",node,9.375,,laboratory,Diagnostica de San Vicente,,,,,,,,,,,,,,,,,,,,,,,,152011057,1,2024/05/30 00:37:27+00,59f2b752298d4c42b91bee311af78edd
121.024502130374,14.6211168442286,"11944142641",node,12.5,dentist,dentist,New Manila,,,,,,,,,,,,,,,,,,,,,,,,152016066,1,2024/05/30 05:40:35+00,ae909b0f620f4ff7ad5bfcd13edee65c
121.024568179771,14.6216977939376,"11944144749",node,9.375,,laboratory,FCI Laboratory & Medical Services,,,,,,,,,,,,,,,,,,,,,,,,152016161,1,2024/05/30 05:44:55+00,920bd525c7f54f898ce80d4fe9c6206a
125.179575651149,6.11214259368029,"1383965883",node,9.375,pharmacy,,,,,,,,,,,,,Mercury Drug,,,,,,,,,,,,,152021878,3,2024/05/30 08:32:45+00,6db469fa046b4c62b6ee280579a8e0b0
121.024787953272,14.6220499176899,"11944780083",node,12.5,clinic,clinic,Califonia Bloom,,,,,,,,,,,,,,,,,,,,,,,,152029789,1,2024/05/30 11:20:40+00,8aeb20a9163f44b59c198a4950f34382
121.027164977193,14.6225240819524,"11944836458",node,12.5,pharmacy,pharmacy,Mediscount Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,152031156,1,2024/05/30 11:51:24+00,5edaef00b32e432e84730b909de9bca8
121.073747990813,14.632554286385,"11944835757",node,12.5,dentist,dentist,SVL Dental Clinic,,,,,,,,,,,,,,,,,,,,,,,,152031851,1,2024/05/30 12:08:03+00,71f0127880e44af78e5db3b0fbc969c2
124.972721177301,11.0781774840716,"10872771805",node,9.375,clinic,,Dr. Gil Nanquil,,,,,,,,,,,,,,,,,,,,,,,,152042275,2,2024/05/30 15:44:02+00,a979712e20f240b8986981246933e818
125.610363983847,7.06561165612899,"1225327174",node,12.5,doctors,doctor,Medical Bay,,,,,,,,,,,,,,,,,,,,,,,,152042429,3,2024/05/30 15:47:22+00,5f681700b1cc4bb59ab9e4abc760a533
125.609121199063,7.06938183617643,"4711837398",node,21.875,clinic,clinic,Physician's Diagnostic Center,,,,,,,,,,,,,,,,,,,,,J. Palma Gil Street,"8000",Davao City,152047680,5,2024/05/30 17:40:09+00,edfe0f6204044995a366f01acd8368a3
124.893480676355,10.9745939246533,"10572198909",node,9.375,pharmacy,,Mer Drugstore,,,,,,,,,,,,,,,,,,,,,,,,152050924,2,2024/05/30 18:58:34+00,5d22dc90878a450cb2932e5d9ef15730
123.954630994145,10.373230174337,"1595836167",node,25,pharmacy,pharmacy,Generika,,survey,,,,,,,,,yes,,,,,,,,,,Cebu North Road,"6001",,139283688,6,2023/08/01 06:57:06+00,4ae112e419d4419dbcf38625aca20673
123.963247255332,10.3778510337375,"1596043238",node,21.875,hospital,,Consolacion Community Doctors Inc. CCDI,,survey,,,,,,,,,,,no,,,,,,,,,"6001",Consolacion,107265731,4,2021/07/01 14:48:11+00,797da63763ad4067a42fcd0bc198a351
123.954369730223,10.3717693762519,"1596062988",node,21.875,clinic,,Leyson Family Clinic,,Survey Bing,,,,Mo-Sa 07:00-15:00,,,,,,,,,,,,,,,H. Pepito,,,137856870,5,2023/06/28 01:05:34+00,f3898d2be10247118d20369373708b81
121.072947351422,14.636320694576,"11946443020",node,12.5,dentist,dentist,Pinas Smile,,,,,,,,,,,,,,,,,,,,,,,,152059135,1,2024/05/31 01:47:31+00,4888e9b80a344575a9dc2025dbf74e5a
125.583288173482,7.06019267190828,"5415647322",node,18.75,doctors,,,,,gynaecology,,,,,,,,,,,,,,,,,,MacArthur Highway,"8000",Davao City,152067250,2,2024/05/31 08:00:47+00,79becfbeed1d436fbaca493d9c48b64e
120.317145945486,16.618209797651,"8898575074",node,9.375,pharmacy,,Aloha Pharmacy,,,,,,,,,,,,,,,,,,,,,,,,152111550,2,2024/06/01 09:10:21+00,4d4bec6e9dad4e218c2a5b1b60dca33a
,,"401615188",way,9.375,hospital,,Urdaneta Sacred Heart Hospital,,,,,,,,,,,,,,,,,,,,,,,,149564293,3,2024/04/04 10:54:54+00,1a81cc1c54a14d58980bb15fc071ee3f
121.042812146399,14.5029875815001,"11950533031",node,9.375,,laboratory,PMP Diagnostic Center,,,,,,,,,,,,,,,,,,,,,,,,152130940,1,2024/06/01 17:02:01+00,d09ab683013b40529d934dde1e222193
121.045324957151,14.6307390176147,"11951090531",node,12.5,dentist,dentist,Amancio Dental Care Clinic,,,,,,,,,,,,,,,,,,,,,,,,152142802,1,2024/06/02 01:48:42+00,4c77625c835d4692b74a5b0b9bc491ea
123.718573047631,13.3573450324306,"11925158167",node,12.5,pharmacy,pharmacy,C & E Pharma and Medical Supplies Trading,,,,,,,,,,,,,,,,,,,,,,,,152143445,2,2024/06/02 03:10:26+00,1c19e776b3ba4eefa253739cc04fe458
121.049999879827,14.6318495359662,"11951245441",node,12.5,dentist,dentist,Dr. Chona Atienza - Fronda,,,,,,,,,,,,,,,,,,,,,,,,152143913,1,2024/06/02 04:02:40+00,cfe93041b1e147cf921ef45ebe26a332
125.614728021734,7.07829037432634,"1234675090",node,15.625,pharmacy,pharmacy,Med Express Drugstore,,,,,,,,,,,SPHDC Pharmcay,,,,,,,,,,,,,152161219,5,2024/06/02 13:55:53+00,c4d517378c5c47d68dfebfa2600e427d
125.606280069163,7.09072911863583,"11951927366",node,15.625,pharmacy,pharmacy,TGP,,,,,,,,,,,yes,,,,,,,,,,,,,152162886,1,2024/06/02 14:37:39+00,b576aebca02a469096559de9679f8f2e
125.604341418778,7.06973387610972,"1240933838",node,9.375,,laboratory,Saint Hyacinth Diagnostic Laboratory,,,,,,,,,,,,,,,,,,,,,,,,152165980,4,2024/06/02 15:46:50+00,7523c1ba7e6c43c9a1acc71cb8acfba3
125.609137543774,7.0745017540919,"10287898409",node,21.875,clinic,clinic,Central Lab,,,,,,,,,,,,,,,,,,,,,E. Quirino Avenue,"8000",Davao City,152165980,3,2024/06/02 15:46:50+00,5f655c3848a5414882abf2f476154ed0
125.604372096544,7.08880287346753,"11952186048",node,12.5,dentist,dentist,Hugo Dental Clinic,,,,,,,,,,,,,,,,,,,,,,,,152169140,1,2024/06/02 17:03:24+00,94651e178d7941a5b96bffdd6563de0d
,,"401729083",way,9.375,clinic,,,,,,,,,,,,,,,,,,,,,,,,,Santa Josefa,74914369,34,2019/09/25 14:41:34+00,e5084a24c38348caadc996370e06f0f5
121.097684443163,14.5897791713767,"11953288857",node,12.5,pharmacy,,Alphaline,,,,,,,,,,,,,,,,,,,,,Ortigas Avenue Extension,,,152186839,1,2024/06/03 07:15:16+00,c6698dcabda84bb8ac279e2b96787a52
121.097287895323,14.5891993951342,"11385406509",node,18.75,pharmacy,pharmacy,TGP,,,,,,,,,,,yes,,,,,,,,,,De Castro Avenue,,,152187015,2,2024/06/03 07:20:40+00,277aba2c86194099b8c3f44b8b7cd13d
,,"401890728",way,25,hospital,hospital,Talisay District Hospital,,,,government,,,,,,,,,,,,,,,,,San Isidro Road,,Talisay,145695100,5,2023/12/30 12:25:49+00,482dc72730e94b2d8b19bd996ab8ea73
121.080001728771,14.604076937991,"1599510849",node,18.75,pharmacy,,Mercury Drug,,,,,,,,,,,,,,,,,,,,"150",E. Rodriguez Jr. Avenue,,Quezon City,152281288,2,2024/06/05 10:30:10+00,5099deb7fb1746b9b3c2947be6871e36
